ID,Name,Type,Raw,UvDefault,UvTop,UvBottom,UvFront,UvBack,UvLeft,UvRight,WalkSound,PutSound
228,block228,0,0,exhaust.png,,,,,,,walk_stone,put_stone
229,block228,0,0,46.png,,,,,,,walk_stone,put_stone
230,block230,0,6,block_tu1_top.png,,,block_tu1.png,,,,walk_stone,put_stone
234,block231,0,6,block_tu2_top.png,,,block_tu2.png,,,,walk_stone,put_stone
238,block238,0,0,concrete_light_blue.png,,,,,,,walk_stone,put_stone
239,block239,0,0,concrete_lime.png,,,,,,,walk_stone,put_stone
240,block240,0,0,concrete_magenta.png,,,,,,,walk_stone,put_stone
241,block241,0,0,concrete_orange.png,,,,,,,walk_stone,put_stone
242,block242,0,0,concrete_pink.png,,,,,,,walk_stone,put_stone
243,block243,0,0,concrete_powder_black.png,,,,,,,walk_stone,put_stone
244,block244,0,0,concrete_powder_blue.png,,,,,,,walk_stone,put_stone
245,block245,0,0,concrete_powder_brown.png,,,,,,,walk_stone,put_stone
246,block246,0,0,concrete_powder_cyan.png,,,,,,,walk_stone,put_stone
247,block247,0,0,concrete_powder_gray.png,,,,,,,walk_stone,put_stone
248,block248,0,0,concrete_powder_green.png,,,,,,,walk_stone,put_stone
249,block249,0,0,concrete_powder_light_blue.png,,,,,,,walk_stone,put_stone
250,block250,0,0,concrete_powder_lime.png,,,,,,,walk_stone,put_stone
251,block251,0,0,concrete_powder_magenta.png,,,,,,,walk_stone,put_stone
252,block252,0,0,concrete_powder_orange.png,,,,,,,walk_stone,put_stone
253,water,0,0,shuye04.png,,,,,,,walk_water,put_sand
254,lava,0,0,shuye05.png,,,,,,,walk_water,put_sand
255,block255,0,0,concrete_powder_pink.png,,,,,,,walk_stone,put_stone
256,block256,0,0,concrete_powder_purple.png,,,,,,,walk_stone,put_stone
257,block257,0,0,concrete_powder_red.png,,,,,,,walk_stone,put_stone
258,block258,0,0,concrete_powder_silver.png,,,,,,,walk_stone,put_stone
259,block259,0,0,concrete_powder_white.png,,,,,,,walk_stone,put_stone
260,block260,0,0,concrete_powder_yellow.png,,,,,,,walk_stone,put_stone
261,block261,0,0,concrete_purple.png,,,,,,,walk_stone,put_stone
262,block262,0,0,concrete_red.png,,,,,,,walk_stone,put_stone
263,block263,0,0,concrete_silver.png,,,,,,,walk_stone,put_stone
264,block264,0,0,concrete_white.png,,,,,,,walk_stone,put_stone
265,block265,0,3,concrete_yellow.png,,,,,,,walk_stone,put_stone
266,block266,0,3,hua01.png,,,,,,,walk_grass,put_leaves
267,block267,0,3,xianrenzhang.png,,,,,,,walk_grass,put_leaves
268,block268,0,7,glass.png,,,,,,,walk_stone,put_stone
269,block269,0,7,glass_black.png,,,,,,,walk_stone,put_stone
270,block270,0,7,glass_blue.png,,,,,,,walk_stone,put_stone
271,block271,0,7,glass_brown.png,,,,,,,walk_stone,put_stone
272,block272,0,7,glass_cyan.png,,,,,,,walk_stone,put_stone
273,block273,0,7,glass_gray.png,,,,,,,walk_stone,put_stone
274,block274,0,7,glass_green.png,,,,,,,walk_stone,put_stone
275,block275,0,7,glass_light_blue.png,,,,,,,walk_stone,put_stone
276,block276,0,7,glass_lime.png,,,,,,,walk_stone,put_stone
277,block277,0,7,glass_magenta.png,,,,,,,walk_stone,put_stone
278,block278,0,7,glass_orange.png,,,,,,,walk_stone,put_stone
279,block279,0,7,glass_purple.png,,,,,,,walk_stone,put_stone
280,block280,0,7,glass_red.png,,,,,,,walk_stone,put_stone
281,block281,0,7,glass_silver.png,,,,,,,walk_stone,put_stone
282,block282,0,7,glass_white.png,,,,,,,walk_stone,put_stone
283,block283,0,7,glass_yellow.png,,,,,,,walk_stone,put_stone
284,block208,0,6,14.png,,,15.png,,,,walk_stone,put_stone
288,block284,0,0,glowstone.png,,,,,,,walk_stone,put_stone
289,block285,0,0,gold_block.png,,,,,,,walk_stone,put_stone
290,block290,0,0,hardened_clay_stained_cyan.png,,,,,,,walk_stone,put_stone
291,block291,0,0,hardened_clay_stained_gray.png,,,,,,,walk_stone,put_stone
292,block292,0,0,hardened_clay_stained_green.png,,,,,,,walk_stone,put_stone
293,block293,0,0,hardened_clay_stained_light_blue.png,,,,,,,walk_stone,put_stone
294,block294,0,0,hardened_clay_stained_lime.png,,,,,,,walk_stone,put_stone
295,block295,0,0,hardened_clay_stained_magenta.png,,,,,,,walk_stone,put_stone
296,block296,0,0,hardened_clay_stained_orange.png,,,,,,,walk_stone,put_stone
297,block297,0,0,hardened_clay_stained_orange.png,,,,,,,walk_stone,put_stone
298,block298,0,0,hardened_clay_stained_pink.png,,,,,,,walk_stone,put_stone
299,block299,0,0,hardened_clay_stained_purple.png,,,,,,,walk_stone,put_stone
300,block300,0,0,hardened_clay_stained_red.png,,,,,,,walk_stone,put_stone
301,block301,0,0,hardened_clay_stained_silver.png,,,,,,,walk_stone,put_stone
302,block302,0,0,hardened_clay_stained_white.png,,,,,,,walk_stone,put_stone
303,block303,0,0,hardened_clay_stained_yellow.png,,,,,,,walk_stone,put_stone
304,block304,0,0,hoaanhdao.png,,,,,,,walk_stone,put_stone
305,block305,0,0,netherrack.png,,,,,,,walk_stone,put_stone
306,block306,0,0,noteblock.png,,,,,,,walk_sand,put_sand
307,block307,0,0,red_sandstone_bottom.png,,,,,,,walk_wood,put_wood
308,block308,0,0,redstone_lamp_off.png,,,,,,,walk_stone,put_stone
309,block309,0,0,redstone_lamp_on.png,,,,,,,walk_stone,put_stone
310,block310,0,0,sandstone_bottom.png,,,,,,,walk_stone,put_stone
311,block311,0,0,sandstone_top.png,,,,,,,walk_sand,put_sand
312,block312,0,0,tnt_side.png,tnt_top.png,tnt_top.png,,,,,walk_stone,put_stone
313,block313,0,0,wool_colored_black.png,,,,,,,walk_stone,put_stone
314,block314,0,0,wool_colored_blue.png,,,,,,,walk_stone,put_stone
315,block315,0,0,wool_colored_brown.png,,,,,,,walk_stone,put_stone
316,block316,0,0,wool_colored_cyan.png,,,,,,,walk_stone,put_stone
317,block317,0,0,wool_colored_gray.png,,,,,,,walk_stone,put_stone
318,block318,0,0,wool_colored_green.png,,,,,,,walk_stone,put_stone
319,block319,0,0,wool_colored_light_blue.png,,,,,,,walk_stone,put_stone
320,block320,0,0,wool_colored_lime.png,,,,,,,walk_stone,put_stone
321,block321,0,0,wool_colored_magenta.png,,,,,,,walk_stone,put_stone
322,block322,0,0,wool_colored_orange.png,,,,,,,walk_stone,put_stone
323,block323,0,0,wool_colored_pink.png,,,,,,,walk_stone,put_stone
324,block324,0,0,wool_colored_purple.png,,,,,,,walk_stone,put_stone
325,block325,0,0,wool_colored_red.png,,,,,,,walk_stone,put_stone
326,block326,0,0,wool_colored_silver.png,,,,,,,walk_stone,put_stone
327,block327,0,0,wool_colored_white.png,,,,,,,walk_stone,put_stone
328,block328,0,0,wool_colored_yellow.png,,,,,,,walk_stone,put_stone
391,block391,0,0,wool_colored_yellow.png,,,,,,,walk_stone,put_stone
412,block412,0,3,hua02.png,,,,,,,walk_grass,put_leaves
414,block414,0,0,6.png,,,,,,,walk_stone,put_stone
415,block415,0,0,7.png,,,,,,,walk_sand,put_sand
417,block417,0,0,9.png,,,,,,,walk_stone,put_stone
418,block418,0,0,10.png,,,,,,,walk_stone,put_stone
419,block419,0,0,17.png,,,,,,,walk_stone,put_stone
420,block420,0,1,26.png,,,,,,,walk_grass,put_leaves
421,block421,0,0,27.png,,,,,,,walk_wood,put_wood
426,block426,0,3,rose03.png,,,,,,,walk_grass,put_leaves
427,block427,0,3,deadbush.png,,,,,,,walk_grass,put_leaves
428,block428,0,6,touying01.png,,,cage.png,,,,walk_wood,put_wood
432,block266,0,6,furnace_side.png,furnace_top.png,furnace_top.png,furnace_front_off.png,,,,walk_stone,put_stone
436,block267,0,6,furnace_side.png,furnace_top.png,furnace_top.png,furnace_front_on.png,,,,walk_stone,put_stone
440,block440,0,3,cao03.png,,,,,,,walk_grass,put_leaves
442,block442,0,6,pumpkin03.png,pumpkin04.png,,pumpkin02.png,,,,walk_stone,put_stone
446,block442,0,6,pumpkin05.png,pumpkin06.png,,pumpkin01.png,,,,walk_stone,put_stone
473,block473,0,0,teleport.png,,,,,,,walk_stone,put_stone
475,block475,0,15,glass.png,,,,,,,walk_stone,put_stone
476,block476,0,15,glass_black.png,,,,,,,walk_stone,put_stone
477,block477,0,15,glass_blue.png,,,,,,,walk_stone,put_stone
478,block478,0,15,glass_brown.png,,,,,,,walk_stone,put_stone
479,block479,0,15,glass_cyan.png,,,,,,,walk_stone,put_stone
480,block480,0,15,glass_gray.png,,,,,,,walk_stone,put_stone
481,block481,0,15,glass_green.png,,,,,,,walk_stone,put_stone
482,block482,0,15,glass_light_blue.png,,,,,,,walk_stone,put_stone
483,block483,0,15,glass_lime.png,,,,,,,walk_stone,put_stone
484,block484,0,15,glass_magenta.png,,,,,,,walk_stone,put_stone
485,block485,0,15,glass_orange.png,,,,,,,walk_stone,put_stone
486,block486,0,15,glass_purple.png,,,,,,,walk_stone,put_stone
487,block487,0,15,glass_red.png,,,,,,,walk_stone,put_stone
488,block488,0,15,glass_silver.png,,,,,,,walk_stone,put_stone
489,block489,0,15,glass_white.png,,,,,,,walk_stone,put_stone
490,block490,0,15,glass_yellow.png,,,,,,,walk_stone,put_stone
491,block491,0,6,Face02.png,Face02.png,,Face01.png,,,,walk_stone,put_stone
496,block496,0,3,hua03.png,,,,,,,walk_stone,put_leaves
497,block497,0,16,ironbar.png,,,,,,,walk_stone,put_stone
530,block530,0,0,ice_block.png,,,,,,,walk_stone,put_stone
531,block531,0,0,tech_block.png,,,,,,,walk_stone,put_stone
532,block532,0,0,engine4.png,,,engine.png,,,,walk_stone,put_stone
533,block533,0,0,hell_block.png,energy1.png,qiangmian03.png,,,,,walk_stone,put_stone0
542,block542,247,13,concrete_powder_gray.png,,,,,,,walk_stone,put_stone
585,block585,26,13,qiangmian01.png,,,,,,,walk_stone,put_stone
544,block586,0,0,concrete_powder_gray.png,,,,,,,walk_stone,put_stone
587,block587,243,13,concrete_powder_black.png,,,,,,,walk_stone,put_stone
605,block1634,0,17,zhuan01.png,,,,,,,walk_stone,put_stone
606,block1635,0,17,zhuan05.png,,,,,,,walk_stone,put_stone
607,block1636,0,17,dizhuan01.png,,,,,,,walk_wood,put_wood
608,block1637,0,17,wapian01.png,,,,,,,walk_wood,put_wood
609,block1638,0,17,muban01.png,,,,,,,walk_wood,put_wood
610,block1639,0,17,qiangmian01.png,,,,,,,walk_stone,put_stone
611,block1640,0,17,concrete_powder_black.png,,,,,,,walk_stone,put_stone
612,block1641,0,17,concrete_powder_gray.png,,,,,,,walk_stone,put_stone
